Id;Name;Latitude;Longitude;Height (m);Active
87140;Harstena A;58.2506;17.0074;5;Ja
161650;Hednoret;65.8333;21.55;27;Nej
62030;Helsingborg;56.0431;12.6906;5;Nej
62040;Helsingborg A;56.0304;12.7628;43.07;Ja
155940;Hemavan;65.821;15.086;482.03;Nej
155970;Hemavan Flygplats;65.8077;15.0854;458;Ja
138390;Hemling A;63.6503;18.5466;182.186;Ja
78250;Herrvik;57.4208;18.9174;5;Nej
73230;Hestra;57.3915;13.5254;285;Nej
68550;Hoburg;56.9222;18.1471;38;Nej
68560;Hoburg A;56.9209;18.1506;34.118;Ja
140360;Holmögadd A;63.5949;20.7565;6;Nej
140460;Holmön A;63.807;20.8645;6.535;Ja
75520;Horn A;57.8861;15.8623;89.822;Ja
146050;Hoting A;64.0875;16.2356;241.55;Ja
75410;Hultsfred;57.4931;15.8528;109;Nej
125450;Hunge;62.7503;15.0984;342;Nej
98290;Husarö;59.5052;18.8417;10;Nej
88590;Huvudskär;58.9639;18.5708;5;Nej
89560;Huvudskär Ost A;58.9334;19.1833;4;Nej
149160;Hällnäs-Lund;64.2684;19.6314;181;Nej
83190;Hällum A;58.3218;13.0379;70.071;Ja
128370;Härnö;62.6183;18.0618;10;Nej
127380;Härnösand;62.628;17.9471;8;Nej
63160;Hästveda;56.28;13.9431;102.5;Ja
91520;Hångstad;59.8633;11.9746;130;Nej
145340;Högland;64.5666;15.9166;401;Nej
83610;Högstena;58.2333;13.7166;211;Nej
53530;Hörby A;55.8633;13.6662;113.388;Nej
147270;Idvattnet;64.4542;17.0794;352;Nej
169880;Jokkmokk;66.6296;19.6424;260;Nej
170860;Jokkmokk Flygplats;66.491;20.142;275.4;Ja
136420;Junsele;63.6845;16.9508;215;Nej
136410;Junsele A;63.6839;16.95;218.766;Ja
139260;Järnäsklubb A;63.4351;19.6731;5.928;Ja
74470;Jönköping;57.7666;14.1833;98;Nej
74460;Jönköping-Axamos Flygplats;57.7514;14.0733;226;Ja
74450;Jönköpings gamla flygplats;57.75;14.17;98;Nej
163940;Kalix;65.85;23.2;6;Nej
66430;Kalmar;56.727;16.2944;15;Nej
66420;Kalmar flygplats;56.6784;16.2922;6;Ja
168910;Karats;66.6932;18.8146;414;Nej
192830;Karesuando;68.4421;22.4502;330;Nej
192840;Karesuando A;68.4418;22.4435;329.68;Ja
84310;Karlsborg;58.514;14.507;94.5;Ja
65090;Karlskrona-Söderstjerna;56.15;15.589;2.4;Ja
93220;Karlstad Flygplats;59.4446;13.3374;107;Ja
188820;Katterjåkk;68.4207;18.167;513.911;Ja
188850;Katterjåkk A;68.4202;18.168;514.248;Ja
106160;Kerstinbo A;60.2683;16.9738;55.695;Ja
85460;Kettstaka A;58.7162;15.0271;224.876;Ja
94190;Kilsbergen-Suttarboda A;59.2996;14.8956;218.353;Ja
180960;Kiruna;67.85;20.2333;505;Nej
180940;Kiruna Flygplats;67.827;20.3387;459;Ja
154720;Klimpfjäll;65.062;14.7908;594;Nej
95540;Kloten A;59.8703;15.2522;283.21;Ja
150640;Klutmark;64.75;20.6333;80;Nej
124320;Klövsjö;62.5335;14.2028;549;Nej
124300;Klövsjöhöjden A;62.4952;14.1542;802.503;Ja
86420;Kolmården-Strömsfors A;58.6892;16.3069;153.613;Ja
182720;Kompelusvaara;67.0919;22.2178;263;Nej
173960;Korpilombolo M;66.8542;23.0571;178;Nej
133500;Korsvattnet A;63.8385;13.5009;716.605;Ja
65510;Kosta;56.841;15.471;230;Ja
137040;Kramfors-Gistgårdsön;63.0502;17.7658;5;Nej
64030;Kristianstad;56.0332;14.1762;3;Nej
54550;Kristianstad Everöd;55.9245;14.0842;17;Nej
136090;Krångede A;63.1512;16.1699;183.123;Ja
117430;Kuggören A;61.7027;17.5216;8.568;Ja
62190;Kullen;56.3012;12.454;72;Nej
85390;Kvarn;58.645;15.434;71.9;Ja
167980;Kvikkjokk-Årrenjarka;66.8876;18.0179;314;Nej
167990;Kvikkjokk-Årrenjarka A;66.8874;18.0198;314.692;Ja
83660;Kvänum;58.3165;13.1472;75;Nej
85650;Kärnskogen;58.85;15.2833;108;Nej
71140;Laesö Ost A;57.1834;11.5332;4;Nej
182930;Lainio;67.7615;22.3518;315;Ja
171790;Lakaträsk A;66.2789;21.1285;185.031;Ja
87450;Landsort;58.7431;17.8709;13;Nej
87440;Landsort A;58.7429;17.8684;17.484;Ja
192710;Lannavaara;68.0502;21.9814;630;Nej
85240;Linköping-Malmslätt;58.398;15.523;94;Ja
126310;Ljungaverk;62.4861;16.0694;85;Nej
63500;Ljungby;56.8311;13.948;145;Nej
63050;Ljungbyhed;56.0752;13.2318;43;Nej
123070;Lofsdalen;62.1132;13.2841;605;Nej
162860;Luleå-Kallax Flygplats;65.543;22.124;19.9;Ja
53430;Lund;55.7089;13.2026;50;Nej
83460;Lurö;58.7904;13.2534;55;Nej
148330;Lycksele A;64.5481;18.713;210.07;Ja
102190;Lämbacken;60.3097;12.6959;177;Nej
127140;Lörudden;62.2314;17.6623;2;Nej
53220;Maglarp Aut;55.384;13.0595;17;Nej
85040;Malexander;58.0729;15.2352;195;Nej
180750;Malmberget;67.1705;20.6686;373;Nej
53360;Malmö;55.5782;13.0141;13;Nej
53300;Malmö-Sturup Flygplats;55.5231;13.3787;72;Ja
103410;Malung;60.6815;13.6997;308;Nej
103420;Malung A;60.6765;13.7072;302.583;Ja
85520;Mariedamm;58.8504;15.1611;136;Nej
63280;Markaryd;56.4579;13.6573;118;Nej
166910;Mierkenis A;66.6802;16.1053;613.982;Ja
104300;Mockfjärd;60.5074;14.9585;192;Nej
93360;Molkom;59.6166;13.75;93;Nej
73570;Molla;57.936;13.0668;190;Nej
104580;Mora A;60.9601;14.5041;195.417;Ja
183980;Muodoslompolo;67.9443;23.4441;240;Nej
160790;Myrheden;65.2984;20.2124;250;Nej
75240;Målilla;57.3964;15.8315;100;Nej
75250;Målilla A;57.3845;15.8009;95.667;Ja
81060;Måseskär;58.0944;11.3348;14;Nej
133190;Mörsil;63.3193;13.6488;400;Nej
191900;Naimakka;68.6763;21.5203;403;Nej
172680;Naisheden;66.5333;22.3666;95;Nej
170930;Nattavaara A;66.7516;20.9238;327.631;Ja
171920;Nattavaara by;66.7586;21.0537;350;Nej
71190;Nidingen A;57.3036;11.9049;3.785;Ja
179950;Nikkaluokta;67.8488;19.0233;470;Nej
179960;Nikkaluokta A;67.8527;19.0212;466.765;Ja
81540;Nordkoster A;58.892;11.0038;33.362;Ja
139340;Nordmaling;63.5739;19.4875;4;Nej
86360;Norrköping;58.606;16.2127;3;Nej
86350;Norrköping-Kungsängen;58.5842;16.2383;5;Nej
86340;Norrköping-SMHI;58.5828;16.147;40.334;Ja
86370;Norrköping-Sörby;58.6082;16.1212;27;Nej
98460;Norrtälje 2;59.7506;18.7091;25;Nej
145260;Norråker;64.4298;15.6316;344;Nej
149540;Norsjö;64.9093;19.4746;296;Nej
149560;Norsjö A;64.9253;19.3744;309.576;Ja
86480;Nyköpings Flygplats;58.7833;16.9166;42;Nej
74390;Nässjö;57.6431;14.6895;305;Nej
78040;Näsudden Aut;57.0735;18.2222;5;Nej
134610;Ope;63.1966;14.7774;350;Nej
107220;Orrskog;60.3833;17.4167;35;Nej
63220;Osby;56.3616;14.0014;83;Nej
172940;Paharova A;66.8094;22.3315;227.643;Ja
183760;Pajala;67.2101;23.3928;168;Nej
183750;Pajala A;67.2036;23.3899;163.774;Ja
182910;Parkalompolo A;67.7301;22.8219;312.183;Ja
161710;Pite-Rönnskär A;65.034;21.5609;4.878;Ja
161790;Piteå;65.3156;21.4907;6;Nej
161770;Pitsund;65.23;21.52;8;Nej
171820;Pålkem M;66.3855;21.6167;261;Nej
169930;Randijaur;66.761;19.3168;290;Nej
95490;Riddarhyttan;59.8085;15.5555;155;Nej
188830;Riksgränsen;68.4284;18.1302;508;Nej
97100;Riksten;59.1833;17.9167;54;Nej
64600;Rinkaby;55.9833;14.2666;7;Nej
177920;Ritsem;67.7261;17.4718;521;Nej
177930;Ritsem A;67.7255;17.4668;541.214;Ja
65160;Ronneby-Bredåkra;56.267;15.265;58.2;Ja
73480;Rångedala A;57.7846;13.1642;297.467;Ja
162790;Rödkallen;65.3149;22.3743;5;Nej
96560;Sala A;59.9093;16.6843;56.575;Ja
178680;Saltoluokta;67.3833;18.55;393;Nej
54230;Sandhammaren;55.3872;14.1947;4;Nej
54330;Simrishamn;55.5449;14.3578;13;Nej
108100;Singö;60.1595;18.7436;12;Nej
139110;Skagsudde;63.1885;19.0194;13;Nej
83270;Skara;58.3961;13.4517;119;Nej
83620;Skara;58.4;13.45;116;Nej
83240;Skara-Ekeberg;58.4;13.55;130;Nej
83200;Skara-Stenum;58.37;13.52;130;Nej
83260;Skara-Västerskog;58.38;13.33;105;Nej
151380;Skellefteå Flygplats;64.6244;21.0717;48;Ja
54290;Skillinge A;55.489;14.3144;4.016;Ja
124390;Skålan;62.65;14.1666;452;Nej
53200;Smygehuk;55.3376;13.3563;5;Nej
84580;Snavlunda;58.9671;14.8987;144;Nej
88580;Stabbo;58.9733;18.4493;7;Nej
98160;Stavsnäs Aut;59.2998;18.7052;1;Nej
154730;Stekenjokk A;65.0929;14.5055;1037.322;Ja
157720;Stensele;65.061;17.1937;329;Nej
54400;Stenshuvud;55.6646;14.2595;112;Nej
167860;Stenudden;66.5343;17.6677;453;Nej
97400;Stockholm-Arlanda Flygplats;59.6269;17.9545;42;Ja
97200;Stockholm-Bromma Flygplats;59.3537;17.9513;14;Ja
98210;Stockholm-Observatoriekullen;59.3417;18.0549;43.133;Ja
98230;Stockholm-Observatoriekullen A;59.3417;18.0549;43.133;Ja
105220;Stora Spånsberget A;60.3817;15.1374;492.257;Ja
158850;Storberg;65.5085;18.9505;453;Nej
132620;Storlien;63.3158;12.1009;595;Nej
132170;Storlien-Storvallen A;63.2826;12.1218;583.124;Ja
132180;Storlien-Visjövalen;63.3028;12.1253;642;Nej
123480;Storsjö Kapell;62.8016;13.0731;580;Nej
163920;Storöhamn;65.7306;23.0924;7;Nej
163900;Storön A;65.6972;23.0959;2.394;Ja
81560;Strömstad;58.9333;11.2;20;Nej
135520;Strömsund;63.8548;15.5894;373;Nej
94580;Ställdalen;59.9268;14.8881;257;Nej
159970;Suddesjaur;65.8952;19.0929;342;Nej
170790;Sudok;66.3006;20.424;170;Nej
127240;Sundsvall;62.4;17.2666;35;Nej
127310;Sundsvall-Timrå Flygplats;62.5246;17.441;4;Ja
93520;Sunne A;59.8639;13.1166;108.947;Ja
93340;Sutterhöjden;59.5833;13.9333;153;Nej
98490;Svanberga A;59.8317;18.6313;14.821;Ja
81340;Svarteborg;58.5707;11.5572;70;Nej
124020;Sveg;62.0191;14.1904;432;Nej
124030;Sveg A;62.0462;14.4069;357.187;Ja
99330;Svenska Björn Aut;59.548;20.0188;1;Nej
99270;Svenska Högarna;59.4439;19.5028;10.145;Nej
99280;Svenska Högarna A;59.4423;19.5022;11.811;Ja
140200;Sydostbrotten Aut;63.3368;20.1736;24;Nej
113410;Särna;61.7068;13.1335;437;Nej
71470;Säve;57.7786;11.8824;20;Nej
82260;Såtenäs;58.428;12.711;55.1;Ja
99450;Söderarm;59.7534;19.4087;5;Nej
117160;Söderhamn A;61.2691;17.0983;26;Nej
178970;Tarfala A;67.9124;18.6101;1143.653;Ja
169790;Tjåkaape;66.309;19.21;580.4;Ja
189760;Torneträsk;68.2201;19.7123;393;Nej
126290;Torpshammar A;62.4935;16.2742;99.137;Ja
71430;Torslanda;57.7166;11.7833;3;Nej
63600;Torup;56.9632;13.0712;85;Nej
63590;Torup A;56.9494;13.0601;132.532;Ja
82190;Trollhättans Flygplats;58.3141;12.3292;43;Nej
71360;Trubaduren Aut;57.596;11.6352;1;Nej
122260;Tännäs A;62.4494;12.6676;723.013;Ja
155910;Tärnaby;65.7166;15.25;450;Nej
72090;Ullared A;57.1134;12.7732;122.356;Ja
73470;Ulricehamn;57.765;13.473;292;Nej
64650;Ulvö;56.6;14.6472;145;Nej
140500;Umeå;63.8302;20.2901;10;Nej
140480;Umeå Flygplats;63.7931;20.28;7.31;Ja
108170;Understen;60.2761;18.9227;12;Nej
65020;Ungskär;56.0419;15.8081;2;Nej
97520;Uppsala;59.8585;17.6219;13;Nej
97510;Uppsala Aut;59.8471;17.632;23.535;Ja
97530;Uppsala Flygplats;59.9;17.593;20.6;Ja
64400;Uråsa;56.6833;14.95;167;Nej
55570;Utklippan;55.95;15.7;6;Nej
107450;Utvalnäs Aut;60.7547;17.3574;5;Nej
88570;Utö;58.9502;18.2669;40;Nej
86130;Valdemarsvik;58.2148;16.5828;10;Nej
72080;Varberg;57.1084;12.2741;20;Nej
160960;Vidsel;65.8801;20.1315;180;Ja
160970;Vidsel;65.875;20.15;182.566;Ja
137030;Viksbäcken;63.05;17.75;6;Nej
107020;Viksta;60.0694;17.6181;103;Nej
146350;Vilhelmina A;64.5798;16.8386;348.198;Ja
94170;Villingsberg;59.2833;14.7;148;Nej
156940;Vindel-Björkheden;65.8211;16.7114;350;Nej
149120;Vindeln-Sunnansjönäs;64.1371;19.7581;237.471;Ja
71380;Vinga A;57.6322;11.6048;18.205;Ja
95030;Vingåker;59.0782;15.8163;60;Nej
106500;Vintjärn;60.8321;16.0581;348;Nej
78390;Visby;57.636;18.2891;28;Nej
78400;Visby Flygplats;57.6678;18.3516;41.05;Ja
84060;Visingsö;58.0908;14.401;110;Nej
65310;Vissefjärda;56.5124;15.6235;114;Nej
166870;Vuoggatjålme;66.5759;16.3511;500;Nej
81350;Väderöarna A;58.576;11.0661;22.356;Ja
81620;Väderöbod;58.55;11.0333;7;Nej
82230;Vänersborg;58.3552;12.3616;50;Nej
97620;Vängsö;59.1166;17.2;15;Nej
139540;Vännäs;63.9187;19.6986;87;Nej
83340;Västerplana;58.5586;13.3508;128;Nej
76470;Västervik;57.7213;16.4683;33;Nej
96350;Västerås;59.6166;16.55;10;Nej
96370;Västerås-Hässlö;59.5888;16.6299;6;Nej
138070;Västmarkum A;63.1243;18.2518;141.392;Ja
107530;Västra Banken Aut;60.88;17.93;25;Nej
64520;Växjö;56.8697;14.8004;166;Nej
64510;Växjö A;56.8463;14.8296;198.861;Ja
64560;Växjö-Kronoberg;56.9252;14.7333;182;Nej
82010;Vårgårda-Hägrunga;58.0166;12.8333;148;Nej
53260;Ystad;55.441;13.8278;32;Nej
114150;Älvdalen 1;61.25;14.0833;255;Nej
114160;Älvdalen 2;61.2549;14.0348;250;Nej
114140;Älvdalen A;61.2536;14.0355;251.633;Ja
161910;Älvsbyn m;65.68;20.96;50;Nej
62180;Ängelholm-Barkåkra Flygplats;56.2926;12.8558;17.634;Ja
73690;Äspered;57.9331;13.1805;294;Nej
83540;Åkershus;58.898;13.2517;50;Nej
134520;Ålåsen;63.8683;14.6063;450;Nej
106580;Åmotsbruk;60.9645;16.4631;145;Nej
92030;Åmål;59.0542;12.6969;60;Nej
147100;Åsele;64.1619;17.3652;326;Nej
147090;Åsele A;64.165;17.3153;307.712;Ja
94050;Åtorp;59.0963;14.3652;98.8;Ja
82650;Ödebyn;58.7833;12.1833;150;Nej
82660;Ödskölt;58.8458;12.1472;175;Nej
77220;Öland's northern cape;57.3665;17.0976;2.039;Yes
77210;Öland's northern cape A;57.3671;17.0954;2.762;Yes
66040;Öland's southern foundation Aut;56.07;16.68;1;No
66120;Öland's southern cape;56.1957;16.401;3;No
66110;Öland's southern cape A;56.1977;16.4005;1.53;Yes
95170;Örebro Aut;59.2671;15.2686;23;No
95130;Örebro Airport;59.2289;15.0455;53;Yes
95160;Örebro-Ekeby;59.2448;15.2854;31;No
108640;Öregrund;60.3333;18.4333;7;No
138240;Örnsköldsvik Airport;63.4119;18.9797;108;Yes
108320;Örskär A;60.5256;18.3729;6.539;Yes
78280;Östergarn;57.45;18.9833;11;No
134100;Östersund;63.1736;14.6786;345;No
134110;Östersund-Frösön Airport;63.1974;14.4863;376;Yes
102200;Östmark-Rännberg;60.3328;12.6775;198;No
102210;Östmark-Röjdåsen;60.3548;12.6491;308;No
172790;Överkalix-Svartbyn;66.2646;22.8365;46;No
172770;Överkalix-Svartbyn A;66.2618;22.8427;61.024;Yes
